number,name,comb
920,622022,6.72472350067e-06
921,628295,1.43550000014e-09
922,139017,9.05751000091e-07
923,1143555,4.51440000045e-08
924,650349,7.42500000074e-10
925,237576,0.0
926,2386659,1.13256000011e-07
927,28180,0.0
928,402381,8.41500000084e-09
929,1522479,9.60300000096e-09
930,375908,5.53852035055e-05
931,73093,3.06900000031e-07
932,388190,0.0
933,10209940,0.0
934,3257729,4.9500000005e-10
935,5476107,0.806949999981
936,331377,9.90000000099e-10
937,3031112,0.0
938,186413,4.75200000048e-08
939,252676,0.00110385990011
940,355403,0.0
941,190708,3.20760000032e-08
942,1610159,5.44500000054e-08
943,326052,0.000108115870511
944,16781,9.79110000098e-08
945,116687,1.28700000013e-09
946,616945,3.83625000038e-08
947,72051,6.78150000068e-09
948,1083324,7.77150000078e-09
949,9830413,0.0
950,4148529,8.41500000084e-10
951,2866755,0.0
952,35292,7.67299500077e-05
953,143545,7.87050000079e-07
954,2478,9.90000000099e-11
955,104639,1.53450000015e-09
956,19141,3.50836200035e-06
957,5119063,6.43500000064e-10
958,9825267,0.0
959,18451502,1.58400000016e-09
960,68748832,2.50866000025e-07
961,57313923,5.19750000052e-07
962,23696282,1.0196505001e-06
963,94117,1.81665000018e-06
964,10798,9.25749000093e-05
965,13641132,6.9651450007e-07
966,60101099,0.000158617800016
967,93602,0.0
968,10952334,9.85050000099e-09
969,180869,8.21700000082e-07
970,9970381,0.0
971,87849,2.47500000025e-10
972,513425,4.15800000042e-09
973,49907698,0.0
974,68297001,0.0
975,394910,3.9600000004e-10
976,301475,2.20473000022e-07
977,216429,5.54400000055e-09
978,110652,0.0
979,324572,1.28700000013e-09
980,194524,1.19790000012e-08
981,64545,9.35550000094e-09
982,355879,7.22700000072e-09
983,3715150,6.93000000069e-09
984,330365,4.9500000005e-11
985,21896990,7.9902900008e-07
986,4401975,0.0
987,21585139,6.58151505066e-05
988,151704,2.9700000003e-10
989,24797836,4.24857510042e-05
990,587018,0.0
991,25273,5.44500000054e-10
